<TICKER>,<PER>,<DATE>,<TIME>,<USD_OPEN>,<USD_HIGH>,<USD_LOW>,<USD_CLOSE>,<USD_VOL>
USDRUB,60,20190212,060000,65.8023000,65.8069000,65.7350000,65.8038000,784
USDRUB,60,20190212,070000,65.8062000,65.8131000,65.7553000,65.8105000,258
USDRUB,60,20190212,080000,65.8149000,65.8263000,65.7617000,65.7626000,240
USDRUB,60,20190212,090000,65.8120000,65.8194000,65.5700000,65.8011000,59
USDRUB,60,20190212,100000,65.7562000,65.8200000,65.5620000,65.5634000,94
USDRUB,60,20190212,110000,65.7793000,65.7989000,65.5634000,65.7864000,869
USDRUB,60,20190212,120000,65.7865000,65.8288000,65.6808000,65.7570000,4915
USDRUB,60,20190212,130000,65.7570000,65.7955000,65.6052000,65.7071000,37770
USDRUB,60,20190212,140000,65.7071000,65.7890000,65.6048000,65.7168000,37496
USDRUB,60,20190212,150000,65.7266000,65.7530000,65.5803000,65.6642000,35156
USDRUB,60,20190212,160000,65.6449000,65.6733000,65.5084000,65.5846000,32901
USDRUB,60,20190212,170000,65.5775000,65.6079000,65.4907000,65.5570000,29372
USDRUB,60,20190212,180000,65.6058000,65.6529000,65.4533000,65.5597000,39195
USDRUB,60,20190212,190000,65.5606000,65.6117000,65.4592000,65.5938000,33751
USDRUB,60,20190212,200000,65.5968000,65.6432000,65.4683000,65.6278000,42183
USDRUB,60,20190212,210000,65.6278000,65.6898000,65.5607000,65.6210000,35827
USDRUB,60,20190212,220000,65.6214000,65.6280000,65.4900000,65.5169000,23334
USDRUB,60,20190212,230000,65.5290000,66.2415000,65.4850000,65.9030000,31470
USDRUB,60,20190213,000000,65.9166000,65.9289000,65.7625000,65.8582000,11976
USDRUB,60,20190213,010000,65.8742000,65.8995000,65.8083000,65.8823000,10062
USDRUB,60,20190213,020000,65.8823000,65.8930000,65.8077000,65.8077000,8276
USDRUB,60,20190213,030000,65.8497000,65.8920000,65.7808000,65.8400000,2214
USDRUB,60,20190213,040000,65.8340000,65.9065000,65.7711000,65.8508000,151
USDRUB,60,20190213,050000,65.8677000,65.8679000,65.8205000,65.8451000,91
USDRUB,60,20190213,060000,65.8610000,65.8675000,65.8447000,65.8469000,137
USDRUB,60,20190213,070000,65.8552000,65.9075000,65.8306000,65.8581000,752
USDRUB,60,20190213,080000,65.8649000,65.8989000,65.6994000,65.7411000,1116
USDRUB,60,20190213,090000,65.7408000,65.7532000,65.6345000,65.6469000,903
USDRUB,60,20190213,100000,65.6872000,65.8067000,65.6295000,65.7010000,1640
USDRUB,60,20190213,110000,65.7347000,65.7923000,65.5857000,65.7100000,2250
USDRUB,60,20190213,120000,65.7122000,65.7405000,65.6500000,65.6917000,2555
USDRUB,60,20190213,130000,65.7073000,65.7793000,65.5720000,65.6760000,40513
USDRUB,60,20190213,140000,65.6787000,65.7270000,65.6079000,65.7096000,36706
USDRUB,60,20190213,150000,65.7082000,65.7401000,65.5694000,65.7300000,36058
USDRUB,60,20190213,160000,65.7281000,65.7836000,65.6741000,65.6829000,35327
USDRUB,60,20190213,170000,65.7319000,65.7654000,65.5939000,65.6138000,32770
USDRUB,60,20190213,180000,65.6568000,65.7578000,65.6083000,65.7370000,43253
USDRUB,60,20190213,190000,65.7370000,65.8405000,65.6726000,65.7539000,42075
USDRUB,60,20190213,200000,65.7539000,65.8311000,65.6054000,65.6960000,48222
USDRUB,60,20190213,210000,65.6960000,65.8106000,65.6177000,65.7882000,47541
USDRUB,60,20190213,220000,65.8072000,65.8870000,65.6876000,65.8338000,32128
USDRUB,60,20190213,230000,65.8210000,65.8880000,65.7575000,65.8388000,9738
USDRUB,60,20190214,000000,65.8451000,66.1767000,65.7550000,66.1430000,14530
USDRUB,60,20190214,010000,66.1501000,66.5313000,66.1050000,66.4652000,27241
USDRUB,60,20190214,020000,66.4652000,66.5340000,66.4220000,66.4911000,10618
USDRUB,60,20190214,030000,66.5073000,66.6418000,66.3957000,66.5924000,5840
USDRUB,60,20190214,040000,66.5226000,66.6630000,66.4504000,66.4790000,404
USDRUB,60,20190214,050000,66.5059000,66.5874000,66.4498000,66.5090000,907
USDRUB,60,20190214,060000,66.5115000,66.5566000,66.3665000,66.4768000,486
USDRUB,60,20190214,070000,66.4237000,66.5366000,66.3920000,66.4880000,1560
USDRUB,60,20190214,080000,66.4880000,66.5550000,66.4217000,66.4850000,2012
USDRUB,60,20190214,090000,66.4987000,66.5557000,66.3726000,66.4350000,2643
USDRUB,60,20190214,100000,66.4350000,66.5823000,66.3525000,66.3904000,1978
USDRUB,60,20190214,110000,66.3987000,66.5410000,66.2955000,66.4223000,2455
USDRUB,60,20190214,120000,66.4417000,66.5700000,66.3862000,66.4415000,6612
USDRUB,60,20190214,130000,66.4858000,66.5524000,66.2275000,66.5123000,64725
USDRUB,60,20190214,140000,66.4635000,66.9848000,66.4500000,66.8416000,74955
USDRUB,60,20190214,150000,66.8405000,66.8697000,66.6001000,66.8124000,56865
USDRUB,60,20190214,160000,66.8124000,66.8502000,66.6668000,66.7363000,53952
USDRUB,60,20190214,170000,66.7359000,66.9745000,66.6747000,66.9688000,42470
USDRUB,60,20190214,180000,66.9688000,67.0421000,66.8881000,66.9987000,52396
USDRUB,60,20190214,190000,66.9987000,67.0582000,66.7485000,66.8371000,53678
USDRUB,60,20190214,200000,66.8371000,66.9914000,66.7859000,66.9220000,50143
USDRUB,60,20190214,210000,66.9276000,67.1459000,66.9003000,67.1445000,42197
USDRUB,60,20190214,220000,67.1445000,67.1615000,66.9450000,66.9958000,23657
USDRUB,60,20190214,230000,67.0027000,67.0263000,66.7930000,66.8680000,13453
USDRUB,60,20190215,000000,66.8703000,66.8920000,66.6500000,66.6911000,8758
USDRUB,60,20190215,010000,66.7134000,66.7550000,66.5970000,66.7037000,9882
USDRUB,60,20190215,020000,66.7042000,66.7389000,66.5795000,66.6482000,6913
USDRUB,60,20190215,030000,66.6868000,66.6883000,66.5820000,66.6036000,1776
USDRUB,60,20190215,040000,66.5970000,66.7260000,66.5960000,66.6380000,206
USDRUB,60,20190215,050000,66.6501000,66.6700000,66.4945000,66.6502000,152
USDRUB,60,20190215,060000,66.6491000,66.8696000,66.5907000,66.6408000,210
USDRUB,60,20190215,070000,66.6639000,66.7010000,66.6380000,66.6580000,1697
USDRUB,60,20190215,080000,66.6580000,66.8450000,66.6465000,66.6580000,2524
USDRUB,60,20190215,090000,66.6978000,66.8471000,66.6378000,66.6591000,3324
USDRUB,60,20190215,100000,66.6964000,66.7303000,66.6345000,66.6490000,1809
USDRUB,60,20190215,110000,66.6652000,66.6744000,66.5858000,66.5967000,2709
USDRUB,60,20190215,120000,66.5967000,66.6273000,66.5395000,66.5814000,3972
USDRUB,60,20190215,130000,66.5982000,66.7700000,66.5400000,66.6805000,43942
USDRUB,60,20190215,140000,66.6309000,66.7712000,66.6057000,66.6561000,47872
USDRUB,60,20190215,150000,66.6388000,66.6916000,66.5106000,66.6344000,50749
USDRUB,60,20190215,160000,66.6331000,66.7616000,66.5599000,66.6931000,42103
USDRUB,60,20190215,170000,66.6931000,66.7431000,66.6045000,66.7406000,36285
USDRUB,60,20190215,180000,66.7406000,66.7577000,66.5632000,66.5970000,47061
USDRUB,60,20190215,190000,66.6465000,66.7619000,66.5727000,66.6676000,46325
USDRUB,60,20190215,200000,66.6748000,66.6749000,66.4900000,66.6238000,54323
USDRUB,60,20190215,210000,66.6170000,66.6804000,66.5312000,66.6194000,42934
USDRUB,60,20190215,220000,66.6025000,66.6225000,66.4075000,66.4808000,29294
USDRUB,60,20190215,230000,66.4808000,66.5188000,66.3400000,66.4663000,11574
USDRUB,60,20190216,000000,66.4686000,66.4890000,66.3145000,66.3918000,9282
USDRUB,60,20190216,010000,66.3945000,66.3957000,66.2925000,66.3460000,6198
USDRUB,60,20190216,020000,66.3492000,66.3746000,66.2383000,66.2698000,7083
USDRUB,60,20190216,030000,66.2915000,66.3344000,66.1929000,66.2645000,2222
USDRUB,60,20190216,040000,66.3159000,66.3159000,66.2719000,66.3109000,21
USDRUB,60,20190216,050000,66.3109000,66.3109000,66.3109000,66.3109000,10
USDRUB,60,20190217,230000,66.2720000,66.2720000,66.2720000,66.2720000,12
USDRUB,60,20190218,000000,66.2720000,66.2720000,66.1250000,66.2010000,14
USDRUB,60,20190218,010000,66.2010000,66.2010000,66.2010000,66.2010000,12
USDRUB,60,20190218,020000,66.2010000,66.4407000,66.1193000,66.1304000,22
USDRUB,60,20190218,030000,66.1294000,66.2490000,66.1194000,66.2400000,37
USDRUB,60,20190218,040000,66.2490000,66.3840000,66.1215000,66.2072000,130
USDRUB,60,20190218,050000,66.1939000,66.2580000,65.9120000,66.1758000,99
USDRUB,60,20190218,060000,66.2085000,66.2896000,66.0871000,66.1722000,138
USDRUB,60,20190218,070000,66.2164000,66.2491000,66.1138000,66.2419000,2051
USDRUB,60,20190218,080000,66.2218000,66.3015000,66.1709000,66.2270000,302
USDRUB,60,20190218,090000,66.2725000,66.2725000,66.1849000,66.1993000,61
USDRUB,60,20190218,100000,66.2414000,66.2574000,66.1415000,66.2172000,211
USDRUB,60,20190218,110000,66.2159000,66.2652000,66.1155000,66.1974000,920
USDRUB,60,20190218,120000,66.2061000,66.3631000,66.1345000,66.3108000,4848
USDRUB,60,20190218,130000,66.3038000,66.3800000,66.1047000,66.2142000,29545
USDRUB,60,20190218,140000,66.2142000,66.2875000,66.1370000,66.2543000,29665
USDRUB,60,20190218,150000,66.2365000,66.2776000,66.1677000,66.2528000,28197
USDRUB,60,20190218,160000,66.2528000,66.2699000,66.0992000,66.1135000,32324
USDRUB,60,20190218,170000,66.1624000,66.2220000,66.0980000,66.1600000,29543
USDRUB,60,20190218,180000,66.1600000,66.2054000,66.0516000,66.1090000,32143
USDRUB,60,20190218,190000,66.0596000,66.2345000,66.0345000,66.1416000,28017
USDRUB,60,20190218,200000,66.1410000,66.2329000,66.1205000,66.2164000,25299
USDRUB,60,20190218,210000,66.2174000,66.2529000,66.0824000,66.2317000,23623
USDRUB,60,20190218,220000,66.2317000,66.2615000,66.1432000,66.2067000,19768
USDRUB,60,20190218,230000,66.2067000,66.2363000,66.1384000,66.1768000,3656
USDRUB,60,20190219,000000,66.1771000,66.2266000,66.1325000,66.2114000,3714
USDRUB,60,20190219,010000,66.2142000,66.2620000,66.1783000,66.2471000,3050
USDRUB,60,20190219,020000,66.2503000,66.2870000,66.1566000,66.1976000,4103
USDRUB,60,20190219,030000,66.2188000,66.2886000,66.1667000,66.2127000,1494
USDRUB,60,20190219,040000,66.1890000,66.2686000,66.1565000,66.1762000,104
USDRUB,60,20190219,050000,66.2256000,66.2535000,66.1711000,66.1711000,218
USDRUB,60,20190219,060000,66.2245000,66.2426000,66.1550000,66.1749000,396
USDRUB,60,20190219,070000,66.1749000,66.2461000,66.1709000,66.1905000,2973
USDRUB,60,20190219,080000,66.2194000,66.2205000,66.0973000,66.0973000,1514
USDRUB,60,20190219,090000,66.2195000,66.2394000,66.1537000,66.2222000,189
USDRUB,60,20190219,100000,66.2319000,66.2366000,66.1130000,66.1752000,4653
USDRUB,60,20190219,110000,66.1752000,66.2954000,66.1455000,66.1878000,1943
USDRUB,60,20190219,120000,66.1878000,66.2883000,66.1752000,66.2554000,2938
USDRUB,60,20190219,130000,66.2554000,66.3247000,66.0681000,66.2000000,44998
USDRUB,60,20190219,140000,66.1993000,66.2212000,66.0812000,66.1650000,46252
USDRUB,60,20190219,150000,66.1179000,66.2422000,66.1109000,66.2032000,38661
USDRUB,60,20190219,160000,66.2070000,66.2268000,66.1309000,66.2051000,32998
USDRUB,60,20190219,170000,66.2051000,66.2375000,66.1127000,66.1778000,39409
USDRUB,60,20190219,180000,66.1291000,66.2127000,66.1193000,66.1928000,28382
USDRUB,60,20190219,190000,66.1928000,66.2313000,66.1341000,66.2263000,28164
USDRUB,60,20190219,200000,66.2258000,66.2777000,66.1042000,66.1525000,41398
USDRUB,60,20190219,210000,66.1718000,66.1960000,65.8991000,65.9615000,39000
USDRUB,60,20190219,220000,65.9615000,65.9654000,65.8053000,65.8818000,21656
USDRUB,60,20190219,230000,65.8821000,65.8990000,65.6847000,65.7850000,12202
USDRUB,60,20190220,000000,65.7853000,65.8259000,65.7345000,65.8019000,7295
USDRUB,60,20190220,010000,65.8053000,65.8053000,65.7042000,65.7614000,8455
USDRUB,60,20190220,020000,65.7614000,65.7800000,65.7000000,65.7714000,6039
USDRUB,60,20190220,030000,65.7745000,65.7833000,65.6558000,65.6800000,2491
USDRUB,60,20190220,040000,65.6790000,65.8844000,65.6770000,65.6800000,129
USDRUB,60,20190220,050000,65.8197000,65.8598000,65.7171000,65.8101000,1565
USDRUB,60,20190220,060000,65.8223000,65.9000000,65.7698000,65.7950000,2862
USDRUB,60,20190220,070000,65.8401000,65.9846000,65.7880000,65.8001000,3582
USDRUB,60,20190220,080000,65.8001000,65.8902000,65.7312000,65.8004000,348
USDRUB,60,20190220,090000,65.8018000,65.8280000,65.7766000,65.7800000,521
USDRUB,60,20190220,100000,65.8201000,65.8252000,65.7221000,65.7736000,886
USDRUB,60,20190220,110000,65.7832000,65.8150000,65.7010000,65.7090000,1907
USDRUB,60,20190220,120000,65.7579000,65.8999000,65.6807000,65.8690000,3435
USDRUB,60,20190220,130000,65.8761000,65.9307000,65.7521000,65.8132000,41955
USDRUB,60,20190220,140000,65.8132000,65.8437000,65.7293000,65.8300000,39641
USDRUB,60,20190220,150000,65.8300000,65.8380000,65.6776000,65.7800000,41363
USDRUB,60,20190220,160000,65.7760000,65.8038000,65.6605000,65.7201000,36864
USDRUB,60,20190220,170000,65.7201000,65.7723000,65.6355000,65.7705000,30419
USDRUB,60,20190220,180000,65.7698000,65.8297000,65.6100000,65.7563000,40946
USDRUB,60,20190220,190000,65.7557000,65.8013000,65.5861000,65.7947000,38369
USDRUB,60,20190220,200000,65.7941000,65.8269000,65.6557000,65.7433000,35086
USDRUB,60,20190220,210000,65.7433000,65.7448000,65.5030000,65.6107000,32841
USDRUB,60,20190220,220000,65.6611000,65.6630000,65.4283000,65.4881000,30804
USDRUB,60,20190220,230000,65.4880000,65.5596000,65.4250000,65.5056000,8643
USDRUB,60,20190221,000000,65.5061000,65.5488000,65.4125000,65.5010000,8387
USDRUB,60,20190221,010000,65.5010000,65.6320000,65.4645000,65.5943000,20368
USDRUB,60,20190221,020000,65.5946000,65.7716000,65.5525000,65.6666000,11442
USDRUB,60,20190221,030000,65.6650000,65.7622000,65.5758000,65.6403000,2129
USDRUB,60,20190221,040000,65.6275000,65.6608000,65.5478000,65.5691000,96
USDRUB,60,20190221,050000,65.5656000,65.6622000,65.5624000,65.6415000,965
USDRUB,60,20190221,060000,65.6617000,65.7663000,65.5190000,65.6103000,1833
USDRUB,60,20190221,070000,65.6414000,65.7795000,65.5918000,65.6657000,2170
USDRUB,60,20190221,080000,65.7165000,65.7309000,65.6024000,65.6285000,1196
USDRUB,60,20190221,090000,65.6438000,65.6453000,65.6057000,65.6150000,1512
USDRUB,60,20190221,100000,65.6368000,65.6970000,65.6070000,65.6598000,1010
USDRUB,60,20190221,110000,65.6721000,65.6920000,65.6057000,65.6290000,916
USDRUB,60,20190221,120000,65.6532000,65.7548000,65.6100000,65.6703000,4749
USDRUB,60,20190221,130000,65.6745000,65.7054000,65.4119000,65.5192000,44164
USDRUB,60,20190221,140000,65.5133000,65.5271000,65.4039000,65.4685000,40920
USDRUB,60,20190221,150000,65.4899000,65.5446000,65.4355000,65.5248000,34196
USDRUB,60,20190221,160000,65.5229000,65.5403000,65.4519000,65.5094000,23556
USDRUB,60,20190221,170000,65.5091000,65.5240000,65.4037000,65.4611000,29721
USDRUB,60,20190221,180000,65.4587000,65.5166000,65.3600000,65.4940000,34656
USDRUB,60,20190221,190000,65.4740000,65.5301000,65.4030000,65.4643000,33884
USDRUB,60,20190221,200000,65.4643000,65.5381000,65.4125000,65.4633000,36822
USDRUB,60,20190221,210000,65.4930000,65.5052000,65.3128000,65.3832000,35046
USDRUB,60,20190221,220000,65.3832000,65.4722000,65.3400000,65.4704000,20180
USDRUB,60,20190221,230000,65.4669000,65.5625000,65.4232000,65.5290000,12333
USDRUB,60,20190222,000000,65.5281000,65.5811000,65.4902000,65.5075000,10226
USDRUB,60,20190222,010000,65.5598000,65.6366000,65.5050000,65.6214000,10764
USDRUB,60,20190222,020000,65.6069000,65.6345000,65.5225000,65.5255000,9994
USDRUB,60,20190222,030000,65.5690000,65.6398000,65.4296000,65.6052000,3342
USDRUB,60,20190222,040000,65.6320000,65.6799000,65.4708000,65.6458000,135
USDRUB,60,20190222,050000,65.6213000,65.6724000,65.5445000,65.6230000,564
USDRUB,60,20190222,060000,65.6230000,65.8163000,65.5892000,65.5892000,123
USDRUB,60,20190222,070000,65.6400000,65.6491000,65.5491000,65.6256000,177
USDRUB,60,20190222,080000,65.6485000,65.7265000,65.5720000,65.6309000,368
USDRUB,60,20190222,090000,65.6558000,65.7635000,65.6199000,65.6511000,707
USDRUB,60,20190222,100000,65.6602000,65.7401000,65.5632000,65.5780000,811
USDRUB,60,20190222,110000,65.5780000,65.6220000,65.5648000,65.5783000,2378
USDRUB,60,20190222,120000,65.6204000,65.6632000,65.4970000,65.5235000,3867
USDRUB,60,20190222,130000,65.5235000,65.6038000,65.3983000,65.4249000,39011
USDRUB,60,20190222,140000,65.4769000,65.5453000,65.4175000,65.4854000,32847
USDRUB,60,20190222,150000,65.5326000,65.5446000,65.4612000,65.4856000,28411
USDRUB,60,20190222,160000,65.5336000,65.6542000,65.4814000,65.6011000,34467
USDRUB,60,20190222,170000,65.6017000,65.6045000,65.4744000,65.5640000,29436
USDRUB,60,20190222,180000,65.5632000,65.5921000,65.4468000,65.5158000,31395
USDRUB,60,20190222,190000,65.5136000,65.5488000,65.3393000,65.4047000,41349
USDRUB,60,20190222,200000,65.4047000,65.4464000,65.2821000,65.3447000,41380
USDRUB,60,20190222,210000,65.3931000,65.4807000,65.3405000,65.3953000,36106
USDRUB,60,20190222,220000,65.3952000,65.4101000,65.2500000,65.3698000,26517
USDRUB,60,20190222,230000,65.3699000,65.3802000,65.2700000,65.3385000,11415
USDRUB,60,20190223,000000,65.3411000,65.3847000,65.3020000,65.3698000,10238
USDRUB,60,20190223,010000,65.3750000,65.4037000,65.3250000,65.3933000,11168
USDRUB,60,20190223,020000,65.3957000,65.4014000,65.3077000,65.3501000,11300
USDRUB,60,20190223,030000,65.3611000,65.4519000,65.2955000,65.4519000,2135
USDRUB,60,20190223,040000,65.3807000,65.4773000,65.3379000,65.3879000,24
USDRUB,60,20190223,050000,65.3879000,65.3879000,65.3770000,65.3770000,10
USDRUB,60,20190224,230000,65.3770000,65.3770000,65.3770000,65.3770000,11
USDRUB,60,20190225,000000,65.3770000,65.3770000,65.3770000,65.3770000,12
USDRUB,60,20190225,010000,65.3770000,65.3770000,65.3770000,65.3770000,12
USDRUB,60,20190225,020000,65.3770000,65.3784000,65.3611000,65.3770000,18
USDRUB,60,20190225,030000,65.3770000,65.5386000,65.3770000,65.5170000,39
USDRUB,60,20190225,040000,65.5315000,65.5315000,65.3320000,65.4592000,87
USDRUB,60,20190225,050000,65.4668000,65.5935000,65.3075000,65.4277000,157
USDRUB,60,20190225,060000,65.4279000,65.6405000,65.3685000,65.3685000,98
USDRUB,60,20190225,070000,65.4379000,65.4865000,65.3592000,65.3943000,107
USDRUB,60,20190225,080000,65.3951000,65.5513000,65.3738000,65.3953000,225
USDRUB,60,20190225,090000,65.4471000,65.7552000,65.3842000,65.3843000,91
USDRUB,60,20190225,100000,65.4634000,65.4931000,65.3710000,65.3799000,130
USDRUB,60,20190225,110000,65.4591000,65.6695000,65.3801000,65.3958000,118
USDRUB,60,20190225,120000,65.4373000,65.4511000,65.3020000,65.3383000,3356
USDRUB,60,20190225,130000,65.3420000,65.3919000,65.1380000,65.2309000,42914
USDRUB,60,20190225,140000,65.2107000,65.2767000,65.1789000,65.2545000,40702
USDRUB,60,20190225,150000,65.2533000,65.2702000,65.1351000,65.2221000,38863
USDRUB,60,20190225,160000,65.2235000,65.2359000,65.1107000,65.2187000,42247
USDRUB,60,20190225,170000,65.1696000,65.2353000,65.1564000,65.2058000,35223
USDRUB,60,20190225,180000,65.2261000,65.3970000,65.1633000,65.3615000,49954
USDRUB,60,20190225,190000,65.3605000,65.4697000,65.3000000,65.3792000,45796
USDRUB,60,20190225,200000,65.4048000,65.4368000,65.3027000,65.3568000,41848
USDRUB,60,20190225,210000,65.3568000,65.4238000,65.2685000,65.4117000,38944
USDRUB,60,20190225,220000,65.4077000,65.4990000,65.3325000,65.4475000,37711
USDRUB,60,20190225,230000,65.4986000,65.6290000,65.4475000,65.5751000,21523
USDRUB,60,20190226,000000,65.5697000,65.5813000,65.4700000,65.5254000,12675
USDRUB,60,20190226,010000,65.5300000,65.5329000,65.4250000,65.5234000,10728
USDRUB,60,20190226,020000,65.5227000,65.5330000,65.4296000,65.5186000,7581
USDRUB,60,20190226,030000,65.5359000,65.5847000,65.4727000,65.5847000,2941
USDRUB,60,20190226,040000,65.5400000,65.6197000,65.4770000,65.5264000,208
USDRUB,60,20190226,050000,65.5627000,65.7166000,65.5114000,65.6048000,123
USDRUB,60,20190226,060000,65.6028000,65.6028000,65.4077000,65.5256000,91
USDRUB,60,20190226,070000,65.5710000,65.6927000,65.5179000,65.5243000,434
USDRUB,60,20190226,080000,65.5693000,65.5799000,65.4477000,65.5105000,3949
USDRUB,60,20190226,090000,65.5346000,65.5559000,65.2954000,65.5339000,2856
USDRUB,60,20190226,100000,65.5252000,65.5476000,65.4395000,65.4527000,999
USDRUB,60,20190226,110000,65.4580000,65.5228000,65.4358000,65.4645000,1591
USDRUB,60,20190226,120000,65.4858000,65.6337000,65.4465000,65.6040000,2551
USDRUB,60,20190226,130000,65.6200000,65.6474000,65.5251000,65.5884000,35336
USDRUB,60,20190226,140000,65.5884000,65.6582000,65.5373000,65.5753000,40464
USDRUB,60,20190226,150000,65.6234000,65.6238000,65.5237000,65.5748000,34670
USDRUB,60,20190226,160000,65.5741000,65.6506000,65.5246000,65.5905000,36986
USDRUB,60,20190226,170000,65.5911000,65.6894000,65.5329000,65.6645000,33447
USDRUB,60,20190226,180000,65.6643000,65.6895000,65.5805000,65.6078000,37512
USDRUB,60,20190226,190000,65.6536000,65.7427000,65.6058000,65.6396000,36710
USDRUB,60,20190226,200000,65.6882000,65.7624000,65.6216000,65.7105000,38052
USDRUB,60,20190226,210000,65.7288000,65.9142000,65.6721000,65.9132000,47348
USDRUB,60,20190226,220000,65.9142000,65.9374000,65.7015000,65.8028000,30243
USDRUB,60,20190226,230000,65.8028000,65.8469000,65.7547000,65.8271000,7548
USDRUB,60,20190227,000000,65.8088000,65.8431000,65.7568000,65.8255000,8065
USDRUB,60,20190227,010000,65.8290000,65.8315000,65.6119000,65.6926000,13087
USDRUB,60,20190227,020000,65.6926000,65.8050000,65.6379000,65.6967000,10790
USDRUB,60,20190227,030000,65.6902000,65.8060000,65.6670000,65.6760000,2633
USDRUB,60,20190227,040000,65.6791000,65.7542000,65.6345000,65.6671000,279
USDRUB,60,20190227,050000,65.6674000,65.7089000,65.6514000,65.6862000,310
USDRUB,60,20190227,060000,65.6835000,65.7304000,65.6470000,65.6522000,780
USDRUB,60,20190227,070000,65.6974000,65.7095000,65.6477000,65.6521000,1618
USDRUB,60,20190227,080000,65.6995000,65.7977000,65.6521000,65.7286000,251
USDRUB,60,20190227,090000,65.7524000,65.7730000,65.7223000,65.7405000,175
USDRUB,60,20190227,100000,65.7555000,65.8768000,65.6648000,65.7003000,519
USDRUB,60,20190227,110000,65.6962000,65.7895000,65.6427000,65.6969000,1913
USDRUB,60,20190227,120000,65.7057000,65.7476000,65.6332000,65.6471000,3595
USDRUB,60,20190227,130000,65.6471000,65.8284000,65.6083000,65.7405000,37051
USDRUB,60,20190227,140000,65.7401000,65.7843000,65.6205000,65.7111000,43040
USDRUB,60,20190227,150000,65.7111000,65.8288000,65.6824000,65.7460000,38559
USDRUB,60,20190227,160000,65.7435000,65.8112000,65.6837000,65.7767000,36673
USDRUB,60,20190227,170000,65.7780000,65.8162000,65.6709000,65.7228000,34450
USDRUB,60,20190227,180000,65.7238000,65.8065000,65.6480000,65.7519000,38726
USDRUB,60,20190227,190000,65.7702000,65.8177000,65.6743000,65.7530000,33472
USDRUB,60,20190227,200000,65.7973000,65.9514000,65.7330000,65.9336000,31865
USDRUB,60,20190227,210000,65.9290000,66.0213000,65.7871000,65.8880000,38844
USDRUB,60,20190227,220000,65.8916000,65.8937000,65.7118000,65.8066000,26977
USDRUB,60,20190227,230000,65.7588000,65.8212000,65.6578000,65.7193000,16736
USDRUB,60,20190228,000000,65.7377000,65.7723000,65.6697000,65.7588000,8845
USDRUB,60,20190228,010000,65.7624000,65.7922000,65.7117000,65.7677000,6743
USDRUB,60,20190228,020000,65.7677000,65.7882000,65.7143000,65.7502000,5943
USDRUB,60,20190228,030000,65.7490000,65.7963000,65.7040000,65.7340000,2402
USDRUB,60,20190228,040000,65.7410000,65.8424000,65.6981000,65.7640000,260
USDRUB,60,20190228,050000,65.7610000,65.8027000,65.6972000,65.7476000,194
USDRUB,60,20190228,060000,65.7651000,65.8160000,65.7157000,65.7507000,185
USDRUB,60,20190228,070000,65.7936000,65.8835000,65.7210000,65.7624000,246
USDRUB,60,20190228,080000,65.7693000,65.8598000,65.7177000,65.8598000,155
USDRUB,60,20190228,090000,65.8312000,66.0317000,65.7300000,65.7300000,121
USDRUB,60,20190228,100000,65.7476000,65.7720000,65.6977000,65.7179000,476
USDRUB,60,20190228,110000,65.7438000,65.7692000,65.7160000,65.7568000,378
USDRUB,60,20190228,120000,65.7214000,65.9075000,65.6913000,65.8955000,3377
USDRUB,60,20190228,130000,65.8926000,65.9366000,65.7980000,65.8849000,36898
USDRUB,60,20190228,140000,65.8827000,65.8852000,65.7840000,65.8613000,34813
USDRUB,60,20190228,150000,65.8613000,65.8646000,65.7692000,65.7909000,28459
USDRUB,60,20190228,160000,65.8413000,65.8421000,65.7096000,65.8311000,36359
USDRUB,60,20190228,170000,65.7802000,65.8332000,65.6306000,65.7013000,38318
USDRUB,60,20190228,180000,65.7013000,65.7539000,65.6400000,65.7442000,34651
USDRUB,60,20190228,190000,65.7440000,65.8820000,65.6905000,65.8249000,42604
USDRUB,60,20190228,200000,65.7943000,65.8589000,65.7440000,65.8573000,36383
USDRUB,60,20190228,210000,65.8394000,65.9435000,65.7986000,65.9037000,46145
USDRUB,60,20190228,220000,65.8859000,65.9129000,65.7478000,65.8085000,29151
USDRUB,60,20190228,230000,65.8085000,65.8921000,65.7676000,65.8419000,10734
USDRUB,60,20190301,000000,65.8373000,65.8936000,65.7985000,65.8415000,9982
USDRUB,60,20190301,010000,65.8897000,65.9266000,65.8125000,65.9053000,10265
USDRUB,60,20190301,020000,65.9053000,65.9344000,65.8575000,65.9150000,7519
USDRUB,60,20190301,030000,65.8896000,66.0680000,65.8896000,65.9327000,5389
USDRUB,60,20190301,040000,65.9590000,66.0121000,65.7723000,65.8019000,822
USDRUB,60,20190301,050000,65.8935000,65.9120000,65.7748000,65.8334000,123
USDRUB,60,20190301,060000,65.8336000,65.9452000,65.7681000,65.9293000,136
USDRUB,60,20190301,070000,65.8862000,66.1100000,65.7775000,66.1100000,156
USDRUB,60,20190301,080000,65.9702000,66.0902000,65.7786000,65.8295000,100
USDRUB,60,20190301,090000,65.8758000,66.0160000,65.7770000,65.8110000,326
USDRUB,60,20190301,100000,65.7770000,65.8767000,65.7630000,65.8130000,309
USDRUB,60,20190301,110000,65.8286000,65.8803000,65.7362000,65.8179000,1782
USDRUB,60,20190301,120000,65.8209000,65.8866000,65.6760000,65.7600000,3947
