<TICKER>,<PER>,<DATE>,<TIME>,<AF_OPEN>,<AF_HIGH>,<AF_LOW>,<AF_CLOSE>,<AF_VOL>
DJ.A1FIN,60,20180226,050000,337.6738193,337.6790824,337.6632930,337.6790824,74
DJ.A1FIN,60,20180226,060000,337.6738193,337.7106614,337.6738193,337.7053982,107
DJ.A1FIN,60,20180226,070000,337.7106614,337.7211877,337.7001351,337.7001351,145
DJ.A1FIN,60,20180226,080000,337.7053982,337.7159246,337.6790824,337.6790824,201
DJ.A1FIN,60,20180226,090000,337.6738193,337.6948719,337.6632930,337.6632930,206
DJ.A1FIN,60,20180226,100000,337.6685561,337.6948719,337.6475035,337.6843456,150
DJ.A1FIN,60,20180226,110000,337.6790824,337.6948719,337.6685561,337.6685561,131
DJ.A1FIN,60,20180226,120000,337.6738193,337.6738193,337.6317140,337.6317140,164
DJ.A1FIN,60,20180226,130000,337.6369772,337.6475035,337.5738192,337.5896087,351
DJ.A1FIN,60,20180226,140000,337.5843456,337.6685561,337.5843456,337.6264508,399
DJ.A1FIN,60,20180226,150000,337.6211877,339.5896095,337.5527666,338.8001355,533
DJ.A1FIN,60,20180226,160000,338.8106618,338.8264513,337.6843456,338.0790826,648
DJ.A1FIN,60,20180226,170000,338.0211878,339.2001357,337.9053983,339.0527672,616
DJ.A1FIN,60,20180226,180000,339.0843462,340.3001361,339.0738198,340.1790834,584
DJ.A1FIN,60,20180226,190000,340.2053992,340.5738204,340.1580308,340.4527678,566
DJ.A1FIN,60,20180226,200000,340.4580309,340.6475047,339.8580307,340.2106624,589
DJ.A1FIN,60,20180226,210000,340.2001361,341.2896102,340.1001360,341.2896102,525
DJ.A1FIN,60,20180226,220000,341.2053996,341.2106628,341.1685575,341.2001365,172
DJ.A1FIN,60,20180227,010000,341.1580312,341.2001365,341.1580312,341.1896102,297
DJ.A1FIN,60,20180227,020000,341.2001365,341.2053996,341.1790838,341.1948733,359
DJ.A1FIN,60,20180227,030000,341.2001365,341.2159260,341.1790838,341.1896102,277
DJ.A1FIN,60,20180227,040000,341.1843470,341.1896102,341.1527680,341.1580312,326
DJ.A1FIN,60,20180227,050000,341.1632944,341.1685575,341.1475049,341.1580312,215
DJ.A1FIN,60,20180227,060000,341.1685575,341.1790838,341.1527680,341.1685575,196
DJ.A1FIN,60,20180227,070000,341.1790838,341.1896102,341.1580312,341.1738207,297
DJ.A1FIN,60,20180227,080000,341.1790838,341.1896102,341.1527680,341.1685575,338
DJ.A1FIN,60,20180227,090000,341.1790838,341.1896102,341.1475049,341.1580312,332
DJ.A1FIN,60,20180227,100000,341.1527680,341.1738207,341.1369786,341.1580312,307
DJ.A1FIN,60,20180227,110000,341.1475049,341.1685575,341.1317154,341.1580312,261
DJ.A1FIN,60,20180227,120000,341.1527680,341.1685575,341.1211891,341.1422417,268
DJ.A1FIN,60,20180227,130000,341.1369786,341.1422417,341.0685575,341.0790838,295
DJ.A1FIN,60,20180227,140000,341.0685575,341.0738206,340.9422416,341.0106627,463
DJ.A1FIN,60,20180227,150000,341.0159259,342.1527684,340.8790837,341.1001364,544
DJ.A1FIN,60,20180227,160000,341.0843470,342.5001370,340.0738202,340.5843468,645
DJ.A1FIN,60,20180227,170000,340.5527678,341.5369787,339.8422412,339.8738202,653
DJ.A1FIN,60,20180227,180000,339.8685570,340.8685574,339.1369778,340.8527679,651
DJ.A1FIN,60,20180227,190000,340.8422416,341.1317154,339.7843464,340.0211886,614
DJ.A1FIN,60,20180227,200000,340.1264518,340.1632940,338.6843460,339.2527673,657
DJ.A1FIN,60,20180227,210000,339.2211883,339.4369779,337.2843454,337.2843454,638
DJ.A1FIN,60,20180227,220000,337.3106612,337.3159244,337.2369770,337.2475033,182
DJ.A1FIN,60,20180228,010000,337.2632928,337.2790823,337.2475033,337.2632928,318
DJ.A1FIN,60,20180228,020000,337.2580296,337.2790823,337.2475033,337.2475033,313
DJ.A1FIN,60,20180228,030000,337.2527665,337.2685560,337.2369770,337.2580296,239
DJ.A1FIN,60,20180228,040000,337.2475033,337.2685560,337.2422402,337.2527665,260
DJ.A1FIN,60,20180228,050000,337.2580296,337.2685560,337.2475033,337.2580296,283
DJ.A1FIN,60,20180228,060000,337.2632928,337.2685560,337.2475033,337.2580296,289
DJ.A1FIN,60,20180228,070000,337.2632928,337.2843454,337.2422402,337.2685560,291
DJ.A1FIN,60,20180228,080000,337.2738191,337.2843454,337.2580296,337.2738191,286
DJ.A1FIN,60,20180228,090000,337.2632928,337.2896086,337.2527665,337.2790823,299
DJ.A1FIN,60,20180228,100000,337.2843454,337.2948718,337.2580296,337.2790823,275
DJ.A1FIN,60,20180228,110000,337.2843454,337.2948718,337.2685560,337.2896086,355
DJ.A1FIN,60,20180228,120000,337.2790823,337.2896086,337.2527665,337.2580296,354
DJ.A1FIN,60,20180228,130000,337.2632928,337.3211876,337.2580296,337.2790823,370
DJ.A1FIN,60,20180228,140000,337.2948718,337.2948718,337.1317138,337.1948717,356
DJ.A1FIN,60,20180228,150000,337.2053980,339.5738200,337.1948717,339.5738200,485
DJ.A1FIN,60,20180228,160000,339.6211885,339.6264516,337.5948719,338.0317142,646
DJ.A1FIN,60,20180228,170000,338.0264510,338.2632932,337.1685559,337.9632931,646
DJ.A1FIN,60,20180228,180000,337.9896089,338.8369776,337.5264508,338.3790827,622
DJ.A1FIN,60,20180228,190000,338.3580301,338.8369776,337.9948720,338.8369776,608
DJ.A1FIN,60,20180228,200000,338.8317145,339.1317146,336.4948714,336.5264504,627
DJ.A1FIN,60,20180228,210000,336.5790820,336.8369768,333.4843439,333.4843439,643
DJ.A1FIN,60,20180228,220000,333.4527650,333.5475018,333.4422386,333.4527650,198
DJ.A1FIN,60,20180301,010000,333.4422386,333.4527650,333.4159228,333.4317123,311
DJ.A1FIN,60,20180301,020000,333.4211860,333.4369755,333.4053965,333.4317123,248
DJ.A1FIN,60,20180301,030000,333.4264492,333.4317123,333.4053965,333.4211860,224
DJ.A1FIN,60,20180301,040000,333.4159228,333.4475018,333.4159228,333.4422386,213
DJ.A1FIN,60,20180301,050000,333.4369755,333.4475018,333.4159228,333.4211860,259
DJ.A1FIN,60,20180301,060000,333.4264492,333.4369755,333.4159228,333.4369755,204
DJ.A1FIN,60,20180301,070000,333.4264492,333.4475018,333.4159228,333.4369755,203
DJ.A1FIN,60,20180301,080000,333.4422386,333.4685544,333.4317123,333.4475018,286
DJ.A1FIN,60,20180301,090000,333.4527650,333.4527650,333.4264492,333.4369755,318
DJ.A1FIN,60,20180301,100000,333.4475018,333.4527650,333.3896070,333.3948702,299
DJ.A1FIN,60,20180301,110000,333.3896070,333.4053965,333.3896070,333.4001334,323
DJ.A1FIN,60,20180301,120000,333.3896070,333.4211860,333.3790807,333.4001334,262
DJ.A1FIN,60,20180301,130000,333.3948702,333.4001334,333.2948702,333.3317123,357
DJ.A1FIN,60,20180301,140000,333.3369754,333.4738176,333.2896070,333.4580281,393
DJ.A1FIN,60,20180301,150000,333.4632913,334.0738178,332.1422381,332.7053962,556
DJ.A1FIN,60,20180301,160000,332.7369752,335.6264500,332.5106593,333.6527650,675
DJ.A1FIN,60,20180301,170000,333.6475019,334.5843444,332.9159226,334.0475020,661
DJ.A1FIN,60,20180301,180000,334.0685547,334.0738178,331.8369748,332.3317119,676
DJ.A1FIN,60,20180301,190000,332.2106592,332.2106592,329.3264475,329.4422370,663
DJ.A1FIN,60,20180301,200000,329.4896055,329.6527634,327.8948680,328.3896050,660
DJ.A1FIN,60,20180301,210000,328.3738156,330.6896060,327.8001311,329.2580264,641
DJ.A1FIN,60,20180301,220000,329.1738159,329.3580265,329.1738159,329.3211844,189
DJ.A1FIN,60,20180302,010000,329.3159212,329.3527633,329.3053949,329.3475002,320
DJ.A1FIN,60,20180302,020000,329.3369738,329.3475002,329.3211844,329.3369738,352
DJ.A1FIN,60,20180302,030000,329.3264475,329.3369738,329.2896054,329.3053949,349
DJ.A1FIN,60,20180302,040000,329.3001317,329.3264475,329.3001317,329.3106580,288
DJ.A1FIN,60,20180302,050000,329.3211844,329.3317107,329.3106580,329.3159212,218
DJ.A1FIN,60,20180302,060000,329.3211844,329.3369738,329.3001317,329.3317107,196
DJ.A1FIN,60,20180302,070000,329.3264475,329.3264475,329.2896054,329.2948686,274
DJ.A1FIN,60,20180302,080000,329.3053949,329.3159212,329.2896054,329.3053949,257
DJ.A1FIN,60,20180302,090000,329.3001317,329.3159212,329.2790791,329.2896054,261
DJ.A1FIN,60,20180302,100000,329.3001317,329.3053949,329.2369738,329.2422370,302
DJ.A1FIN,60,20180302,110000,329.2475001,329.2580264,329.2264475,329.2422370,304
DJ.A1FIN,60,20180302,120000,329.2527633,329.2685528,329.2211843,329.2369738,332
DJ.A1FIN,60,20180302,130000,329.2264475,329.2264475,329.1527632,329.1527632,309
DJ.A1FIN,60,20180302,140000,329.1632896,329.1632896,329.0369737,329.1264474,428
DJ.A1FIN,60,20180302,150000,329.1317106,329.1317106,324.5264456,325.1369722,500
DJ.A1FIN,60,20180302,160000,325.0685511,326.8053939,324.6685509,326.1580252,604
DJ.A1FIN,60,20180302,170000,326.0580252,328.4948682,325.3685512,328.4948682,630
DJ.A1FIN,60,20180302,180000,328.4843419,329.4738160,327.5527626,329.3948686,644
DJ.A1FIN,60,20180302,190000,329.2422370,329.2475001,327.0738150,327.6948679,627
DJ.A1FIN,60,20180302,200000,327.7211837,328.9053947,327.6632890,328.2211839,638
DJ.A1FIN,60,20180302,210000,328.1580260,330.4685532,327.5422363,330.1106584,586
DJ.A1FIN,60,20180302,220000,330.0106583,330.1159215,330.0106583,330.0685531,200
DJ.A1FIN,60,20180305,010000,330.0632899,330.0738162,330.0527636,330.0632899,165
DJ.A1FIN,60,20180305,020000,330.0685531,330.0843426,330.0580268,330.0580268,107
DJ.A1FIN,60,20180305,030000,330.0527636,330.0580268,330.0211846,330.0264478,133
DJ.A1FIN,60,20180305,040000,330.0211846,330.0422373,330.0211846,330.0422373,112
DJ.A1FIN,60,20180305,050000,330.0369741,330.0422373,330.0317110,330.0317110,108
DJ.A1FIN,60,20180305,060000,330.0369741,330.0422373,330.0211846,330.0317110,150
DJ.A1FIN,60,20180305,070000,330.0369741,330.0422373,330.0053952,330.0106583,178
DJ.A1FIN,60,20180305,080000,330.0159215,330.0317110,329.9948688,330.0001320,154
DJ.A1FIN,60,20180305,090000,329.9948688,330.0475004,329.9896057,330.0422373,166
DJ.A1FIN,60,20180305,100000,330.0369741,330.0580268,330.0211846,330.0475004,161
DJ.A1FIN,60,20180305,110000,330.0422373,330.0527636,330.0369741,330.0422373,145
DJ.A1FIN,60,20180305,120000,330.0475004,330.0527636,329.9896057,329.9948688,129
DJ.A1FIN,60,20180305,130000,329.9896057,329.9948688,329.9053951,329.9053951,331
DJ.A1FIN,60,20180305,140000,329.9106583,329.9422372,329.8001319,329.8159214,390
DJ.A1FIN,60,20180305,150000,329.8053951,329.8053951,327.6843416,328.3317103,378
DJ.A1FIN,60,20180305,160000,328.4053945,331.0369745,328.2317102,331.0369745,547
DJ.A1FIN,60,20180305,170000,331.0053956,333.4159228,330.9317113,333.0264490,656
DJ.A1FIN,60,20180305,180000,333.0159227,333.7211861,332.4527646,333.7159230,631
DJ.A1FIN,60,20180305,190000,333.7580282,334.4106601,333.5211860,334.2001337,620
DJ.A1FIN,60,20180305,200000,334.2264495,334.7685550,333.1580280,334.7685550,628
DJ.A1FIN,60,20180305,210000,334.7527655,335.3053973,334.0422389,334.0422389,650
DJ.A1FIN,60,20180305,220000,334.0106599,334.0580284,334.0106599,334.0422389,187
DJ.A1FIN,60,20180306,010000,334.0738178,334.1053968,334.0527652,334.1001336,299
DJ.A1FIN,60,20180306,020000,334.0948705,334.1264494,334.0948705,334.1053968,313
DJ.A1FIN,60,20180306,030000,334.0948705,334.1106600,334.0685547,334.0896073,314
DJ.A1FIN,60,20180306,040000,334.0843442,334.1053968,334.0738178,334.0843442,272
DJ.A1FIN,60,20180306,050000,334.0790810,334.0948705,334.0685547,334.0843442,286
DJ.A1FIN,60,20180306,060000,334.0738178,334.0948705,334.0632915,334.0843442,301
DJ.A1FIN,60,20180306,070000,334.0896073,334.1001336,334.0475020,334.0685547,338
DJ.A1FIN,60,20180306,080000,334.0632915,334.0685547,334.0422389,334.0475020,337
DJ.A1FIN,60,20180306,090000,334.0527652,334.0738178,334.0369757,334.0369757,324
DJ.A1FIN,60,20180306,100000,334.0475020,334.0790810,334.0369757,334.0790810,290
DJ.A1FIN,60,20180306,110000,334.0738178,334.1053968,334.0738178,334.0843442,209
DJ.A1FIN,60,20180306,120000,334.0896073,334.2159232,334.0896073,334.2053968,371
DJ.A1FIN,60,20180306,130000,334.2106600,334.3896074,334.2053968,334.3843443,363
DJ.A1FIN,60,20180306,140000,334.4001338,334.5211864,334.3896074,334.4369759,421
DJ.A1FIN,60,20180306,150000,334.4422390,335.6159237,333.8422388,333.8422388,544
DJ.A1FIN,60,20180306,160000,333.7632914,334.4843443,332.8896068,333.0632911,654
DJ.A1FIN,60,20180306,170000,333.0580280,334.3264495,332.9527648,334.3264495,646
DJ.A1FIN,60,20180306,180000,334.3317127,335.7264501,333.7738177,335.6896080,644
DJ.A1FIN,60,20180306,190000,335.7580290,336.1632924,334.8211866,334.9896077,614
DJ.A1FIN,60,20180306,200000,335.0001340,336.0896081,334.8264497,335.8369764,614
DJ.A1FIN,60,20180306,210000,335.7632922,336.0001344,335.1580288,335.6527658,611
DJ.A1FIN,60,20180306,220000,335.7211869,335.7317132,335.6632922,335.7001343,230
DJ.A1FIN,60,20180307,010000,335.5106605,335.5685553,335.5053974,335.5211868,328
DJ.A1FIN,60,20180307,020000,335.5317132,335.6001342,335.5211868,335.5948711,381
DJ.A1FIN,60,20180307,030000,335.6053974,335.6053974,335.5632921,335.5843448,270
DJ.A1FIN,60,20180307,040000,335.5896079,335.5948711,335.5580290,335.5632921,291
DJ.A1FIN,60,20180307,050000,335.5685553,335.5790816,335.5580290,335.5632921,154
DJ.A1FIN,60,20180307,060000,335.5685553,335.5738184,335.5422395,335.5475026,256
DJ.A1FIN,60,20180307,070000,335.5527658,335.5843448,335.5475026,335.5685553,278
DJ.A1FIN,60,20180307,080000,335.5738184,335.5790816,335.5264500,335.5475026,304
DJ.A1FIN,60,20180307,090000,335.5527658,335.5896079,335.5369763,335.5527658,270
DJ.A1FIN,60,20180307,100000,335.5580290,335.5632921,335.5317132,335.5369763,289
DJ.A1FIN,60,20180307,110000,335.5317132,335.5843448,335.5317132,335.5685553,294
DJ.A1FIN,60,20180307,120000,335.5632921,335.5685553,335.5317132,335.5422395,288
DJ.A1FIN,60,20180307,130000,335.5369763,335.5422395,335.4790816,335.5264500,338
DJ.A1FIN,60,20180307,140000,335.5211868,335.5948711,335.4317131,335.4948710,395
DJ.A1FIN,60,20180307,150000,335.4896079,335.5053974,332.4843435,333.9053967,497
DJ.A1FIN,60,20180307,160000,333.7896072,334.9896077,333.7580282,334.7422392,605
DJ.A1FIN,60,20180307,170000,334.7211865,334.7632918,333.2106596,333.2106596,610
DJ.A1FIN,60,20180307,180000,333.2685544,333.4738176,332.6159225,333.3580281,627
DJ.A1FIN,60,20180307,190000,333.3053965,333.8001335,332.3685540,333.6896072,619
DJ.A1FIN,60,20180307,200000,333.7053966,334.8264497,333.4843439,334.2738179,601
DJ.A1FIN,60,20180307,210000,334.2527653,336.2264503,334.2422390,335.6527658,590
DJ.A1FIN,60,20180307,220000,335.7001343,335.7053974,335.6211869,335.6738185,227
DJ.A1FIN,60,20180308,010000,335.6527658,335.6632922,335.6159237,335.6211869,329
DJ.A1FIN,60,20180308,020000,335.6159237,335.6843448,335.6053974,335.6738185,291
DJ.A1FIN,60,20180308,030000,335.6790816,335.7580290,335.6685553,335.7053974,332
DJ.A1FIN,60,20180308,040000,335.7106606,335.7264501,335.6948711,335.7264501,319
DJ.A1FIN,60,20180308,050000,335.7159238,335.7317132,335.7053974,335.7106606,280
DJ.A1FIN,60,20180308,060000,335.7159238,335.7159238,335.6896080,335.6948711,281
DJ.A1FIN,60,20180308,070000,335.7001343,335.7159238,335.6843448,335.6896080,320
DJ.A1FIN,60,20180308,080000,335.6948711,335.7159238,335.6738185,335.6948711,336
DJ.A1FIN,60,20180308,090000,335.6843448,335.7001343,335.6106606,335.6211869,308
DJ.A1FIN,60,20180308,100000,335.6159237,335.6264500,335.5843448,335.6001342,304
DJ.A1FIN,60,20180308,110000,335.6053974,335.6317132,335.5948711,335.6053974,270
DJ.A1FIN,60,20180308,120000,335.6001342,335.6001342,335.5317132,335.5685553,272
DJ.A1FIN,60,20180308,130000,335.5738184,335.6317132,335.5527658,335.6106606,335
DJ.A1FIN,60,20180308,140000,335.6053974,335.7264501,335.6001342,335.6369764,395
DJ.A1FIN,60,20180308,150000,335.6422395,336.6159241,335.3475026,335.4527658,529
DJ.A1FIN,60,20180308,160000,335.5369763,335.6896080,334.0317126,334.5159233,639
DJ.A1FIN,60,20180308,170000,334.5317128,335.3422394,334.2001337,334.6159233,590
DJ.A1FIN,60,20180308,180000,334.6264496,334.7475023,333.7632914,334.3422390,611
DJ.A1FIN,60,20180308,190000,334.3738180,334.7843444,333.9948704,334.6475023,603
DJ.A1FIN,60,20180308,200000,334.6580286,335.6738185,334.2632916,335.6685553,570
DJ.A1FIN,60,20180308,210000,335.6527658,336.7106610,335.2738183,336.4053977,566
DJ.A1FIN,60,20180308,220000,336.4475030,336.4685556,336.4317135,336.4317135,209
DJ.A1FIN,60,20180309,010000,336.4527662,336.4580293,336.4264504,336.4422398,240
DJ.A1FIN,60,20180309,020000,336.4369767,336.4632925,336.4159240,336.4211872,318
DJ.A1FIN,60,20180309,030000,336.4317135,336.4422398,336.4159240,336.4317135,248
DJ.A1FIN,60,20180309,040000,336.4264504,336.4369767,336.4159240,336.4317135,243
DJ.A1FIN,60,20180309,050000,336.4369767,336.4527662,336.4264504,336.4527662,174
DJ.A1FIN,60,20180309,060000,336.4475030,336.4685556,336.4422398,336.4580293,241
DJ.A1FIN,60,20180309,070000,336.4632925,336.4790820,336.4580293,336.4685556,295
DJ.A1FIN,60,20180309,080000,336.4632925,336.4790820,336.4475030,336.4738188,326
DJ.A1FIN,60,20180309,090000,336.4685556,336.5211872,336.4580293,336.5211872,329
DJ.A1FIN,60,20180309,100000,336.5106609,336.5369767,336.4896083,336.5159241,324
DJ.A1FIN,60,20180309,110000,336.5264504,336.5317136,336.5001346,336.5106609,257
DJ.A1FIN,60,20180309,120000,336.5053978,336.5264504,336.4790820,336.4948714,285
DJ.A1FIN,60,20180309,130000,336.4843451,336.5422399,336.4843451,336.5053978,356
DJ.A1FIN,60,20180309,140000,336.5211872,336.8001347,336.4738188,336.7369768,471
DJ.A1FIN,60,20180309,150000,336.7317136,339.2106620,336.7159242,338.8896092,537
DJ.A1FIN,60,20180309,160000,338.9369777,340.7843468,338.6896092,340.2159256,617
DJ.A1FIN,60,20180309,170000,340.2211887,340.9053995,340.0001360,340.8106626,593
DJ.A1FIN,60,20180309,180000,340.8527679,341.5948735,340.8527679,341.0843470,590
DJ.A1FIN,60,20180309,190000,341.0948733,341.9369789,341.0948733,341.8948736,570
DJ.A1FIN,60,20180309,200000,341.9106631,342.3790843,341.7053998,342.2948738,584
DJ.A1FIN,60,20180309,210000,342.3001369,342.9896109,341.9948736,342.9896109,563
DJ.A1FIN,60,20180309,220000,342.9054003,342.9790846,342.8948740,342.9685582,184
DJ.A1FIN,60,20180312,000000,342.9738214,342.9843477,342.9632951,342.9738214,77
DJ.A1FIN,60,20180312,010000,342.9790846,342.9843477,342.9685582,342.9738214,80
DJ.A1FIN,60,20180312,020000,342.9790846,342.9948740,342.9738214,342.9948740,136
DJ.A1FIN,60,20180312,030000,342.9896109,343.0001372,342.9896109,343.0001372,105
DJ.A1FIN,60,20180312,040000,342.9948740,343.0054004,342.9948740,342.9948740,57
DJ.A1FIN,60,20180312,050000,343.0001372,343.0001372,342.9948740,342.9948740,84
DJ.A1FIN,60,20180312,060000,343.0001372,343.0001372,342.9843477,342.9843477,66
DJ.A1FIN,60,20180312,070000,342.9790846,342.9896109,342.9790846,342.9843477,144
DJ.A1FIN,60,20180312,080000,342.9896109,342.9948740,342.9632951,342.9790846,149
DJ.A1FIN,60,20180312,090000,342.9843477,342.9843477,342.9475056,342.9738214,180
DJ.A1FIN,60,20180312,100000,342.9685582,342.9738214,342.9527688,342.9527688,140
DJ.A1FIN,60,20180312,110000,342.9475056,342.9527688,342.9317161,342.9422424,135
DJ.A1FIN,60,20180312,120000,342.9369793,342.9475056,342.9001372,342.9054003,286
DJ.A1FIN,60,20180312,130000,342.9106635,342.9527688,342.9001372,342.9264530,333
DJ.A1FIN,60,20180312,140000,342.9317161,343.8317165,342.5685581,343.3054005,523
DJ.A1FIN,60,20180312,150000,343.3422426,343.4843479,342.2843474,342.3159264,633
DJ.A1FIN,60,20180312,160000,342.2790843,342.5211896,341.5632945,341.9790842,611
DJ.A1FIN,60,20180312,170000,341.9896105,342.4580317,341.8159262,342.0159263,572
DJ.A1FIN,60,20180312,180000,342.0054000,343.1738215,342.0054000,342.7685582,574
DJ.A1FIN,60,20180312,190000,342.7790845,343.0159267,341.9580315,342.0106631,585
DJ.A1FIN,60,20180312,200000,342.0054000,343.3790847,342.0054000,342.4211896,582
DJ.A1FIN,60,20180312,210000,342.3475054,342.3475054,342.2948738,342.2948738,140
DJ.A1FIN,60,20180313,000000,342.2896106,342.3001369,342.2790843,342.2896106,128
DJ.A1FIN,60,20180313,010000,342.2843474,342.3106632,342.2843474,342.3054001,174
DJ.A1FIN,60,20180313,020000,342.3001369,342.3159264,342.2948738,342.3159264,231
DJ.A1FIN,60,20180313,030000,342.3054001,342.3264527,342.2948738,342.3001369,203
DJ.A1FIN,60,20180313,040000,342.3106632,342.3106632,342.2843474,342.2948738,240
DJ.A1FIN,60,20180313,050000,342.2896106,342.3001369,342.2685580,342.2738211,266
DJ.A1FIN,60,20180313,060000,342.2790843,342.2896106,342.2738211,342.2790843,258
DJ.A1FIN,60,20180313,070000,342.2896106,342.3001369,342.2738211,342.2738211,297
DJ.A1FIN,60,20180313,080000,342.2790843,342.3054001,342.2527685,342.2527685,286
DJ.A1FIN,60,20180313,090000,342.2580316,342.2738211,342.2422422,342.2527685,319
DJ.A1FIN,60,20180313,100000,342.2580316,342.2685580,342.2369790,342.2475053,312
DJ.A1FIN,60,20180313,110000,342.2580316,342.2790843,342.2422422,342.2738211,267
DJ.A1FIN,60,20180313,120000,342.2685580,342.2738211,342.2159264,342.2317158,295
DJ.A1FIN,60,20180313,130000,342.2264527,342.3948738,342.2001369,342.3422422,395
DJ.A1FIN,60,20180313,140000,342.3475054,343.7632954,342.3054001,342.9843477,530
DJ.A1FIN,60,20180313,150000,342.9790846,343.0001372,342.0317158,342.0632947,626
DJ.A1FIN,60,20180313,160000,342.1106632,342.1211895,341.0317154,341.1738207,626
DJ.A1FIN,60,20180313,170000,341.2053996,341.5264524,340.2106624,341.3632944,617
DJ.A1FIN,60,20180313,180000,341.4475050,341.7632946,340.6159257,340.6843468,598
DJ.A1FIN,60,20180313,190000,340.6527678,341.1580312,340.1738203,340.4001362,612
DJ.A1FIN,60,20180313,200000,340.4106625,340.6475047,338.8001355,339.6738201,606
DJ.A1FIN,60,20180313,210000,339.5317148,339.5317148,339.4527674,339.4843463,212
DJ.A1FIN,60,20180314,000000,339.5317148,339.5369779,339.5106621,339.5264516,129
DJ.A1FIN,60,20180314,010000,339.5369779,339.5422411,339.5106621,339.5317148,197
DJ.A1FIN,60,20180314,020000,339.5422411,339.5790832,339.5317148,339.5632937,248
DJ.A1FIN,60,20180314,030000,339.5527674,339.5843464,339.5527674,339.5685569,220
DJ.A1FIN,60,20180314,040000,339.5738200,339.5738200,339.5475042,339.5632937,168
DJ.A1FIN,60,20180314,050000,339.5580306,339.5685569,339.5475042,339.5580306,216
DJ.A1FIN,60,20180314,060000,339.5632937,339.5843464,339.5527674,339.5632937,179
DJ.A1FIN,60,20180314,070000,339.5738200,339.5790832,339.5369779,339.5475042,236
DJ.A1FIN,60,20180314,080000,339.5527674,339.5632937,339.5264516,339.5369779,268
DJ.A1FIN,60,20180314,090000,339.5475042,339.5843464,339.5264516,339.5738200,289
DJ.A1FIN,60,20180314,100000,339.5790832,339.5843464,339.5369779,339.5527674,291
DJ.A1FIN,60,20180314,110000,339.5580306,339.5790832,339.5369779,339.5580306,314
DJ.A1FIN,60,20180314,120000,339.5527674,339.5632937,339.5159253,339.5475042,317
DJ.A1FIN,60,20180314,130000,339.5422411,339.6317148,339.5422411,339.5843464,349
DJ.A1FIN,60,20180314,140000,339.5896095,340.6264520,339.2369778,339.5738200,537
DJ.A1FIN,60,20180314,150000,339.6580306,339.9422412,338.7053986,339.1264514,611
DJ.A1FIN,60,20180314,160000,339.1527672,339.2580304,336.8527663,337.3159244,626
DJ.A1FIN,60,20180314,170000,337.3685560,337.9475036,336.8264505,337.3790823,616
DJ.A1FIN,60,20180314,180000,337.3685560,338.4843459,336.6738189,338.1422405,621
DJ.A1FIN,60,20180314,190000,338.2211879,338.2738195,336.1053976,336.9896085,617
DJ.A1FIN,60,20180314,200000,337.0211874,337.0317138,336.0422397,336.6317136,603
DJ.A1FIN,60,20180314,210000,336.7106610,336.7685558,336.6685557,336.6738189,182
DJ.A1FIN,60,20180315,000000,336.6843452,336.7001347,336.6738189,336.6843452,214
DJ.A1FIN,60,20180315,010000,336.6896084,336.7053978,336.6738189,336.6896084,279
DJ.A1FIN,60,20180315,020000,336.6948715,336.7001347,336.6632926,336.6843452,249
DJ.A1FIN,60,20180315,030000,336.6896084,336.7106610,336.6790820,336.6948715,241
DJ.A1FIN,60,20180315,040000,336.7053978,336.7211873,336.6896084,336.7001347,290
DJ.A1FIN,60,20180315,050000,336.7053978,336.7159242,336.6948715,336.7053978,238
DJ.A1FIN,60,20180315,060000,336.7001347,336.7106610,336.6896084,336.7053978,193
DJ.A1FIN,60,20180315,070000,336.7001347,336.7106610,336.6790820,336.6896084,229
DJ.A1FIN,60,20180315,080000,336.7001347,336.7053978,336.6685557,336.6896084,316
DJ.A1FIN,60,20180315,090000,336.7001347,336.7053978,336.6843452,336.7001347,257
DJ.A1FIN,60,20180315,100000,336.6896084,336.7211873,336.6790820,336.7001347,323
DJ.A1FIN,60,20180315,110000,336.6896084,336.7001347,336.6422399,336.6475031,295
DJ.A1FIN,60,20180315,120000,336.6527662,336.6632926,336.6159241,336.6317136,258
DJ.A1FIN,60,20180315,130000,336.6369768,336.6369768,336.5001346,336.5053978,403
DJ.A1FIN,60,20180315,140000,336.5001346,337.7580298,335.8422396,335.9264502,518
DJ.A1FIN,60,20180315,150000,335.9790818,337.0211874,335.9369765,336.3317135,598
DJ.A1FIN,60,20180315,160000,336.3738188,337.8790825,336.3369766,337.3790823,583
DJ.A1FIN,60,20180315,170000,337.3896086,337.8422404,337.0001348,337.2106612,586
DJ.A1FIN,60,20180315,180000,337.2053980,337.2843454,336.0948713,336.0948713,575
DJ.A1FIN,60,20180315,190000,336.0632923,336.6843452,335.9106607,336.5053978,595
DJ.A1FIN,60,20180315,200000,336.4896083,336.8948716,336.0896081,336.7159242,575
DJ.A1FIN,60,20180315,210000,336.6948715,336.6948715,336.5896083,336.6001346,227
DJ.A1FIN,60,20180316,000000,336.6106610,336.6211873,336.5948715,336.6053978,198
DJ.A1FIN,60,20180316,010000,336.6001346,336.6159241,336.5685557,336.5896083,282
DJ.A1FIN,60,20180316,020000,336.5843452,336.5948715,336.5580294,336.5738188,316
DJ.A1FIN,60,20180316,030000,336.5790820,336.6001346,336.5738188,336.6001346,225
DJ.A1FIN,60,20180316,040000,336.5896083,336.6106610,336.5843452,336.5896083,219
