<TICKER>,<PER>,<DATE>,<TIME>,<AF_OPEN>,<AF_HIGH>,<AF_LOW>,<AF_CLOSE>,<AF_VOL>
DJ.A1FIN,60,20161118,050000,267.9422124,267.9527388,267.9264230,267.9422124,243
DJ.A1FIN,60,20161118,060000,267.9369493,267.9422124,267.9158966,267.9158966,223
DJ.A1FIN,60,20161118,070000,267.9211598,267.9580019,267.9106335,267.9369493,240
DJ.A1FIN,60,20161118,080000,267.9422124,267.9527388,267.8948440,267.9316861,310
DJ.A1FIN,60,20161118,090000,267.9369493,267.9580019,267.8895808,267.9580019,325
DJ.A1FIN,60,20161118,100000,267.9527388,267.9632651,267.9211598,267.9474756,334
DJ.A1FIN,60,20161118,110000,267.9527388,268.0053704,267.9316861,267.9895809,321
DJ.A1FIN,60,20161118,120000,267.9948440,268.0685283,267.9737914,268.0685283,363
DJ.A1FIN,60,20161118,130000,268.0632651,268.1632652,268.0580020,268.1422125,367
DJ.A1FIN,60,20161118,140000,268.1369494,268.1843178,268.0790546,268.1211599,394
DJ.A1FIN,60,20161118,150000,268.1264230,268.7158970,267.7895808,268.5422127,485
DJ.A1FIN,60,20161118,160000,268.5632653,268.8895812,268.1211599,268.1422125,558
DJ.A1FIN,60,20161118,170000,268.1369494,268.5264232,268.0211598,268.0790546,512
DJ.A1FIN,60,20161118,180000,268.0737914,268.5422127,268.0211598,268.5422127,457
DJ.A1FIN,60,20161118,190000,268.5316864,269.0632655,268.4474758,268.8264233,444
DJ.A1FIN,60,20161118,200000,268.8316865,268.8527391,268.5001074,268.6527390,467
DJ.A1FIN,60,20161118,210000,268.6474759,268.9895813,268.5001074,268.5527390,464
DJ.A1FIN,60,20161118,220000,268.6053706,268.6106338,268.5737916,268.5843180,81
DJ.A1FIN,60,20161121,010000,268.5790548,268.6527390,268.5737916,268.6422127,207
DJ.A1FIN,60,20161121,020000,268.6369496,268.6685285,268.6264232,268.6580022,154
DJ.A1FIN,60,20161121,030000,268.6632654,268.6685285,268.6422127,268.6474759,163
DJ.A1FIN,60,20161121,040000,268.6527390,268.6580022,268.6211601,268.6369496,139
DJ.A1FIN,60,20161121,050000,268.6316864,268.6527390,268.6211601,268.6422127,89
DJ.A1FIN,60,20161121,060000,268.6474759,268.6632654,268.6422127,268.6527390,123
DJ.A1FIN,60,20161121,070000,268.6580022,268.6790548,268.6527390,268.6685285,139
DJ.A1FIN,60,20161121,080000,268.6632654,268.7211601,268.6632654,268.7001075,241
DJ.A1FIN,60,20161121,090000,268.6948443,268.7422128,268.6843180,268.7211601,234
DJ.A1FIN,60,20161121,100000,268.7264233,268.7369496,268.6527390,268.6685285,238
DJ.A1FIN,60,20161121,110000,268.6737917,268.7106338,268.6685285,268.6790548,210
DJ.A1FIN,60,20161121,120000,268.6843180,268.7632654,268.6737917,268.7580022,257
DJ.A1FIN,60,20161121,130000,268.7632654,268.8790549,268.7580022,268.8264233,380
DJ.A1FIN,60,20161121,140000,268.8211602,268.9211602,268.8001075,268.9106339,379
DJ.A1FIN,60,20161121,150000,268.9158970,270.1632660,268.8948444,269.6001078,486
DJ.A1FIN,60,20161121,160000,269.5895815,269.6106342,268.8158970,269.3106340,535
DJ.A1FIN,60,20161121,170000,269.3158972,269.5158973,269.1422129,269.2790551,500
DJ.A1FIN,60,20161121,180000,269.2737919,269.8001079,269.0895813,269.6737921,486
DJ.A1FIN,60,20161121,190000,269.6632658,269.8211606,269.6158973,269.6843184,426
DJ.A1FIN,60,20161121,200000,269.6790552,269.8895816,269.6422131,269.7474763,430
DJ.A1FIN,60,20161121,210000,269.7580026,269.8632658,269.5316868,269.8474764,449
DJ.A1FIN,60,20161121,220000,269.8316869,269.8474764,269.8106342,269.8158974,176
DJ.A1FIN,60,20161122,010000,269.7632658,269.7790553,269.7527395,269.7737921,261
DJ.A1FIN,60,20161122,020000,269.7790553,269.7948448,269.7685290,269.7790553,217
DJ.A1FIN,60,20161122,030000,269.7737921,269.7895816,269.7527395,269.7790553,268
DJ.A1FIN,60,20161122,040000,269.7843184,269.8001079,269.7685290,269.7790553,282
DJ.A1FIN,60,20161122,050000,269.7843184,269.7843184,269.7632658,269.7843184,239
DJ.A1FIN,60,20161122,060000,269.7790553,269.8001079,269.7737921,269.7790553,303
DJ.A1FIN,60,20161122,070000,269.7685290,269.7790553,269.7369500,269.7422132,254
DJ.A1FIN,60,20161122,080000,269.7369500,269.7843184,269.7158974,269.7685290,321
DJ.A1FIN,60,20161122,090000,269.7632658,269.8264237,269.7580026,269.8211606,317
DJ.A1FIN,60,20161122,100000,269.8158974,269.8422132,269.8158974,269.8316869,278
DJ.A1FIN,60,20161122,110000,269.8369500,269.8369500,269.7948448,269.8001079,307
DJ.A1FIN,60,20161122,120000,269.8053711,269.9316869,269.8053711,269.9158974,382
DJ.A1FIN,60,20161122,130000,269.9211606,270.0316870,269.9053711,269.9527396,370
DJ.A1FIN,60,20161122,140000,269.9474764,270.0211606,269.8843185,269.9474764,388
DJ.A1FIN,60,20161122,150000,269.9527396,270.9790558,269.9527396,270.7737925,500
DJ.A1FIN,60,20161122,160000,270.7632662,270.8001083,270.1106344,270.3527397,560
DJ.A1FIN,60,20161122,170000,270.3580029,270.6106346,269.6527394,269.6580026,520
DJ.A1FIN,60,20161122,180000,269.6474763,269.7685290,269.3843183,269.6737921,461
DJ.A1FIN,60,20161122,190000,269.6790552,270.0843186,269.6790552,270.0211606,442
DJ.A1FIN,60,20161122,200000,270.0264238,270.5474766,269.8580027,270.4527398,479
DJ.A1FIN,60,20161122,210000,270.4474766,270.9422136,270.3632660,270.8001083,448
DJ.A1FIN,60,20161122,220000,270.7632662,270.8158978,270.7632662,270.8158978,130
DJ.A1FIN,60,20161123,010000,270.8211610,270.8316873,270.8053715,270.8053715,314
DJ.A1FIN,60,20161123,020000,270.8106346,270.8264241,270.8001083,270.8106346,280
DJ.A1FIN,60,20161123,030000,270.8211610,270.8264241,270.8053715,270.8106346,227
DJ.A1FIN,60,20161123,040000,270.8158978,270.8264241,270.8053715,270.8106346,187
DJ.A1FIN,60,20161123,050000,270.8158978,270.8158978,270.7895820,270.8001083,223
DJ.A1FIN,60,20161123,060000,270.8053715,270.8369504,270.8001083,270.8211610,221
DJ.A1FIN,60,20161123,070000,270.8158978,270.8527399,270.8158978,270.8422136,212
DJ.A1FIN,60,20161123,080000,270.8369504,270.8527399,270.8211610,270.8316873,331
DJ.A1FIN,60,20161123,090000,270.8264241,270.8369504,270.7948452,270.8158978,344
DJ.A1FIN,60,20161123,100000,270.8211610,270.8264241,270.7948452,270.8106346,318
DJ.A1FIN,60,20161123,110000,270.8158978,270.8316873,270.7948452,270.8106346,304
DJ.A1FIN,60,20161123,120000,270.8053715,270.8264241,270.7211609,270.7211609,392
DJ.A1FIN,60,20161123,130000,270.7264241,270.7632662,270.6790556,270.7580030,374
DJ.A1FIN,60,20161123,140000,270.7527399,270.7632662,270.5369503,270.5580030,399
DJ.A1FIN,60,20161123,150000,270.5527398,270.9474768,269.3580025,270.0264238,503
DJ.A1FIN,60,20161123,160000,270.0580028,270.9790558,269.9106343,270.9211610,555
DJ.A1FIN,60,20161123,170000,270.9264242,270.9790558,270.3948450,270.8580031,482
DJ.A1FIN,60,20161123,180000,270.8474768,270.9264242,270.5264240,270.5632661,465
DJ.A1FIN,60,20161123,190000,270.5790556,271.0737926,270.5790556,270.8685294,446
DJ.A1FIN,60,20161123,200000,270.8632662,271.0369505,270.7737925,270.9422136,477
DJ.A1FIN,60,20161123,210000,270.9369505,271.4001086,270.9369505,271.2527401,451
DJ.A1FIN,60,20161123,220000,271.2632664,271.3001085,271.2580032,271.2948454,182
DJ.A1FIN,60,20161124,010000,271.1843190,271.1948453,271.1580032,271.1632664,237
DJ.A1FIN,60,20161124,020000,271.1737927,271.1895822,271.1474769,271.1685295,256
DJ.A1FIN,60,20161124,030000,271.1737927,271.1843190,271.1632664,271.1737927,274
DJ.A1FIN,60,20161124,040000,271.1843190,271.1843190,271.1527400,271.1632664,232
DJ.A1FIN,60,20161124,050000,271.1580032,271.1737927,271.1527400,271.1632664,275
DJ.A1FIN,60,20161124,060000,271.1685295,271.1737927,271.1580032,271.1685295,226
DJ.A1FIN,60,20161124,070000,271.1632664,271.1843190,271.1527400,271.1737927,229
DJ.A1FIN,60,20161124,080000,271.1632664,271.1790558,271.1211611,271.1316874,290
DJ.A1FIN,60,20161124,090000,271.1369506,271.1580032,271.1158979,271.1264242,316
DJ.A1FIN,60,20161124,100000,271.1316874,271.2158980,271.1211611,271.2053716,336
DJ.A1FIN,60,20161124,110000,271.2106348,271.2158980,271.1632664,271.1895822,323
DJ.A1FIN,60,20161124,120000,271.1948453,271.3369506,271.1895822,271.2895822,360
DJ.A1FIN,60,20161124,130000,271.2843190,271.3053717,271.2053716,271.2158980,375
DJ.A1FIN,60,20161124,140000,271.2106348,271.2527401,271.1843190,271.2106348,339
DJ.A1FIN,60,20161124,150000,271.2158980,271.2580032,271.1895822,271.2527401,376
DJ.A1FIN,60,20161124,160000,271.2474769,271.3474770,271.2369506,271.3316875,337
DJ.A1FIN,60,20161124,170000,271.3264243,271.3369506,271.2737927,271.2895822,298
DJ.A1FIN,60,20161124,180000,271.2843190,271.3001085,271.2422138,271.2685296,329
DJ.A1FIN,60,20161124,190000,271.2632664,271.3053717,271.2474769,271.2895822,329
DJ.A1FIN,60,20161124,200000,271.2843190,271.2948454,271.2106348,271.2264243,286
DJ.A1FIN,60,20161124,210000,271.2158980,271.2422138,271.1948453,271.2106348,258
DJ.A1FIN,60,20161124,220000,271.1948453,271.2053716,271.1790558,271.1948453,126
DJ.A1FIN,60,20161125,010000,271.2001085,271.2001085,271.1632664,271.1737927,293
DJ.A1FIN,60,20161125,020000,271.1790558,271.1948453,271.1422137,271.1843190,285
DJ.A1FIN,60,20161125,030000,271.1790558,271.2001085,271.1737927,271.1843190,287
DJ.A1FIN,60,20161125,040000,271.1948453,271.2158980,271.1843190,271.2053716,293
DJ.A1FIN,60,20161125,050000,271.2001085,271.2158980,271.1790558,271.1895822,281
DJ.A1FIN,60,20161125,060000,271.2001085,271.2158980,271.1790558,271.2053716,279
DJ.A1FIN,60,20161125,070000,271.2001085,271.2211611,271.1948453,271.2211611,301
DJ.A1FIN,60,20161125,080000,271.2158980,271.2685296,271.2106348,271.2211611,319
DJ.A1FIN,60,20161125,090000,271.2158980,271.2527401,271.2001085,271.2106348,315
DJ.A1FIN,60,20161125,100000,271.2053716,271.2211611,271.1843190,271.1948453,308
DJ.A1FIN,60,20161125,110000,271.2001085,271.2158980,271.1737927,271.1948453,277
DJ.A1FIN,60,20161125,120000,271.2053716,271.2053716,271.0685295,271.1158979,382
DJ.A1FIN,60,20161125,130000,271.1211611,271.1211611,271.0053716,271.0685295,365
DJ.A1FIN,60,20161125,140000,271.0737926,271.0895821,271.0211610,271.0895821,380
DJ.A1FIN,60,20161125,150000,271.0843190,271.6211613,271.0527400,271.5790560,474
DJ.A1FIN,60,20161125,160000,271.5737928,271.6053718,271.3843191,271.5053718,513
DJ.A1FIN,60,20161125,170000,271.5001086,271.5790560,271.1737927,271.4474770,451
DJ.A1FIN,60,20161125,180000,271.4527402,271.8948456,271.3632664,271.8948456,441
DJ.A1FIN,60,20161125,190000,271.9001088,272.0158983,271.9001088,271.9632667,312
DJ.A1FIN,60,20161125,200000,271.9685298,272.0211614,271.9474772,271.9843193,344
DJ.A1FIN,60,20161125,210000,271.9790562,272.0158983,271.9264246,271.9264246,281
DJ.A1FIN,60,20161125,220000,271.9369509,271.9422140,271.9106351,271.9158982,114
DJ.A1FIN,60,20161128,010000,271.9264246,271.9580035,271.9264246,271.9580035,165
DJ.A1FIN,60,20161128,020000,271.9632667,272.0053720,271.9580035,272.0001088,160
DJ.A1FIN,60,20161128,030000,272.0053720,272.0580036,272.0053720,272.0474772,168
DJ.A1FIN,60,20161128,040000,272.0422141,272.0474772,272.0264246,272.0264246,132
DJ.A1FIN,60,20161128,050000,272.0211614,272.0422141,272.0158983,272.0422141,126
DJ.A1FIN,60,20161128,060000,272.0369509,272.0527404,272.0316878,272.0369509,85
DJ.A1FIN,60,20161128,070000,272.0422141,272.0527404,272.0316878,272.0474772,122
DJ.A1FIN,60,20161128,080000,272.0422141,272.0527404,272.0158983,272.0211614,222
DJ.A1FIN,60,20161128,090000,272.0158983,272.0474772,272.0053720,272.0369509,181
DJ.A1FIN,60,20161128,100000,272.0316878,272.0474772,272.0106351,272.0264246,210
DJ.A1FIN,60,20161128,110000,272.0316878,272.0527404,272.0264246,272.0422141,183
DJ.A1FIN,60,20161128,120000,272.0369509,272.0895825,272.0211614,272.0527404,276
DJ.A1FIN,60,20161128,130000,272.0474772,272.0737930,271.9895825,272.0685299,337
DJ.A1FIN,60,20161128,140000,272.0632667,272.2053720,272.0632667,272.1790562,351
DJ.A1FIN,60,20161128,150000,272.1843194,272.2527405,270.8001083,271.4422138,494
DJ.A1FIN,60,20161128,160000,271.4316875,271.4790560,270.3422134,270.3527397,529
DJ.A1FIN,60,20161128,170000,270.3790555,270.6843188,270.1843186,270.4580029,525
DJ.A1FIN,60,20161128,180000,270.4632661,270.8948452,270.3737924,270.8369504,476
DJ.A1FIN,60,20161128,190000,270.8264241,270.9369505,270.6158977,270.8474768,428
DJ.A1FIN,60,20161128,200000,270.8369504,270.9527400,270.4474766,270.5211608,435
DJ.A1FIN,60,20161128,210000,270.5264240,270.5422135,269.4001078,269.6843184,482
DJ.A1FIN,60,20161128,220000,269.6948447,269.6948447,269.6580026,269.6895816,181
DJ.A1FIN,60,20161129,010000,269.6474763,269.6632658,269.6316868,269.6369500,277
DJ.A1FIN,60,20161129,020000,269.6422131,269.6474763,269.6158973,269.6264236,328
DJ.A1FIN,60,20161129,030000,269.6369500,269.6369500,269.6053710,269.6158973,280
DJ.A1FIN,60,20161129,040000,269.6106342,269.6264236,269.5843184,269.5895815,257
DJ.A1FIN,60,20161129,050000,269.5948447,269.6106342,269.5843184,269.5948447,239
DJ.A1FIN,60,20161129,060000,269.6001078,269.6106342,269.5895815,269.6001078,250
DJ.A1FIN,60,20161129,070000,269.6053710,269.6316868,269.6001078,269.6158973,258
DJ.A1FIN,60,20161129,080000,269.6211605,269.6264236,269.5948447,269.6053710,355
DJ.A1FIN,60,20161129,090000,269.6106342,269.6211605,269.5632657,269.5685289,286
DJ.A1FIN,60,20161129,100000,269.5737920,269.5790552,269.5474762,269.5737920,301
DJ.A1FIN,60,20161129,110000,269.5685289,269.5843184,269.5474762,269.5737920,330
DJ.A1FIN,60,20161129,120000,269.6001078,269.6264236,269.5580026,269.5632657,320
DJ.A1FIN,60,20161129,130000,269.5527394,269.5580026,269.4580025,269.5264236,347
DJ.A1FIN,60,20161129,140000,269.5211604,269.5369499,269.4053709,269.4369499,360
DJ.A1FIN,60,20161129,150000,269.4316867,271.0527400,269.4211604,269.9790554,486
DJ.A1FIN,60,20161129,160000,270.0053712,271.3685296,270.0053712,271.1369506,564
DJ.A1FIN,60,20161129,170000,271.1527400,271.1527400,270.8211610,271.1053716,490
DJ.A1FIN,60,20161129,180000,271.1001084,271.1001084,270.6737925,270.8369504,438
DJ.A1FIN,60,20161129,190000,270.8474768,271.1895822,270.7422136,271.1527400,434
DJ.A1FIN,60,20161129,200000,271.1580032,271.1948453,270.9316873,270.9685294,423
DJ.A1FIN,60,20161129,210000,270.9737926,270.9895821,270.2737923,270.4790556,463
DJ.A1FIN,60,20161129,220000,270.4948450,270.4948450,270.4527398,270.4632661,134
DJ.A1FIN,60,20161130,010000,270.3685292,270.3895818,270.3580029,270.3632660,245
DJ.A1FIN,60,20161130,020000,270.3580029,270.3843187,270.3527397,270.3685292,217
DJ.A1FIN,60,20161130,030000,270.3632660,270.3895818,270.3527397,270.3580029,291
DJ.A1FIN,60,20161130,040000,270.3632660,270.3632660,270.3211608,270.3474766,259
DJ.A1FIN,60,20161130,050000,270.3527397,270.3580029,270.3264239,270.3474766,224
DJ.A1FIN,60,20161130,060000,270.3422134,270.3632660,270.3369502,270.3474766,247
DJ.A1FIN,60,20161130,070000,270.3527397,270.3843187,270.3474766,270.3632660,296
DJ.A1FIN,60,20161130,080000,270.3580029,270.3737924,270.3369502,270.3527397,314
DJ.A1FIN,60,20161130,090000,270.3474766,270.4158976,270.3369502,270.3895818,335
DJ.A1FIN,60,20161130,100000,270.3843187,270.4316871,270.3790555,270.4158976,316
DJ.A1FIN,60,20161130,110000,270.4211608,270.4316871,270.3895818,270.4106345,327
DJ.A1FIN,60,20161130,120000,270.4158976,270.6580030,270.4053713,270.6053714,389
DJ.A1FIN,60,20161130,130000,270.6001082,270.7895820,270.5843188,270.7106346,365
DJ.A1FIN,60,20161130,140000,270.7158978,270.8264241,270.6737925,270.7790557,397
DJ.A1FIN,60,20161130,150000,270.7737925,272.7527407,270.6632662,271.8895824,520
DJ.A1FIN,60,20161130,160000,271.9001088,272.2001089,271.6580034,271.9474772,571
DJ.A1FIN,60,20161130,170000,271.9422140,272.2106352,271.6632666,271.7211613,539
DJ.A1FIN,60,20161130,180000,271.7158982,272.0053720,271.5264244,271.7474771,472
DJ.A1FIN,60,20161130,190000,271.7369508,271.8158982,271.5580034,271.6369508,472
DJ.A1FIN,60,20161130,200000,271.6422139,271.8106350,271.1685295,271.7053718,513
DJ.A1FIN,60,20161130,210000,271.7106350,272.4106353,271.6264244,271.7316876,519
DJ.A1FIN,60,20161130,220000,271.6685297,271.6790560,271.6158981,271.6316876,128
DJ.A1FIN,60,20161201,010000,271.5895823,271.6053718,271.5685297,271.6001086,276
DJ.A1FIN,60,20161201,020000,271.6053718,271.6264244,271.6001086,271.6211613,310
DJ.A1FIN,60,20161201,030000,271.6264244,271.6422139,271.6053718,271.6316876,258
DJ.A1FIN,60,20161201,040000,271.6369508,271.6369508,271.6211613,271.6369508,262
DJ.A1FIN,60,20161201,050000,271.6264244,271.6527402,271.6264244,271.6474771,198
DJ.A1FIN,60,20161201,060000,271.6527402,271.6790560,271.6474771,271.6737929,302
DJ.A1FIN,60,20161201,070000,271.6790560,271.6895824,271.6632666,271.6685297,254
DJ.A1FIN,60,20161201,080000,271.6737929,271.7001087,271.6580034,271.6632666,355
DJ.A1FIN,60,20161201,090000,271.6580034,271.6685297,271.5843192,271.5895823,327
DJ.A1FIN,60,20161201,100000,271.5843192,271.6264244,271.5737928,271.6158981,292
DJ.A1FIN,60,20161201,110000,271.6053718,271.6264244,271.6053718,271.6158981,289
DJ.A1FIN,60,20161201,120000,271.6106350,271.6737929,271.5843192,271.5948455,359
DJ.A1FIN,60,20161201,130000,271.6001086,271.6001086,271.3158980,271.3316875,365
DJ.A1FIN,60,20161201,140000,271.3369506,271.4843191,271.3158980,271.4843191,368
DJ.A1FIN,60,20161201,150000,271.4895823,272.3422142,271.4580033,272.2632668,514
DJ.A1FIN,60,20161201,160000,272.2685300,273.7474779,272.0264246,273.5158989,633
DJ.A1FIN,60,20161201,170000,273.4895831,274.1369518,273.4211620,274.0316886,554
DJ.A1FIN,60,20161201,180000,274.0422149,274.0632675,272.9527408,272.9580039,534
DJ.A1FIN,60,20161201,190000,272.9527408,273.0211618,272.4422142,272.4580037,510
DJ.A1FIN,60,20161201,200000,272.4685300,272.9948460,272.3790563,272.6632670,550
DJ.A1FIN,60,20161201,210000,272.6369512,273.1474777,272.5264248,273.0895829,517
DJ.A1FIN,60,20161201,220000,273.0843198,273.1001092,273.0737934,273.0790566,193
DJ.A1FIN,60,20161202,010000,272.9001092,272.9264250,272.9001092,272.9158986,262
DJ.A1FIN,60,20161202,020000,272.9211618,272.9527408,272.9158986,272.9264250,278
DJ.A1FIN,60,20161202,030000,272.9211618,272.9264250,272.8895828,272.9053723,292
DJ.A1FIN,60,20161202,040000,272.9158986,272.9211618,272.8895828,272.9053723,261
DJ.A1FIN,60,20161202,050000,272.9106355,272.9264250,272.8895828,272.8895828,284
DJ.A1FIN,60,20161202,060000,272.8948460,272.9053723,272.8790565,272.8790565,262
DJ.A1FIN,60,20161202,070000,272.8843197,272.9106355,272.8843197,272.9053723,311
DJ.A1FIN,60,20161202,080000,272.9106355,272.9158986,272.8790565,272.8895828,361
DJ.A1FIN,60,20161202,090000,272.8843197,272.9211618,272.8843197,272.9053723,327
DJ.A1FIN,60,20161202,100000,272.9106355,272.9369513,272.8737934,272.9158986,350
DJ.A1FIN,60,20161202,110000,272.9211618,272.9211618,272.8895828,272.9053723,301
DJ.A1FIN,60,20161202,120000,272.9106355,273.1369514,272.9053723,273.1053724,355
DJ.A1FIN,60,20161202,130000,273.1001092,273.1106356,272.9685302,273.0316882,414
DJ.A1FIN,60,20161202,140000,273.0369513,273.3106356,273.0264250,273.1001092,448
DJ.A1FIN,60,20161202,150000,273.1053724,273.2264251,271.9422140,272.8895828,534
DJ.A1FIN,60,20161202,160000,272.9211618,273.0527408,272.2264247,272.7737933,593
DJ.A1FIN,60,20161202,170000,272.7685302,273.0527408,272.4264248,272.4264248,536
DJ.A1FIN,60,20161202,180000,272.4316879,272.4422142,271.7106350,272.3106352,522
DJ.A1FIN,60,20161202,190000,272.2895826,272.2895826,271.6001086,271.6158981,495
DJ.A1FIN,60,20161202,200000,271.6053718,272.0895825,271.5369507,271.8895824,475
DJ.A1FIN,60,20161202,210000,271.8843193,272.3790563,271.8632666,272.1158983,497
DJ.A1FIN,60,20161202,220000,272.1843194,272.1895826,272.1632668,272.1737931,105
DJ.A1FIN,60,20161205,010000,272.0895825,272.0948457,272.0422141,272.0580036,221
DJ.A1FIN,60,20161205,020000,272.0527404,272.0790562,272.0422141,272.0474772,171
DJ.A1FIN,60,20161205,030000,272.0527404,272.0580036,272.0422141,272.0474772,149
DJ.A1FIN,60,20161205,040000,272.0422141,272.0790562,272.0422141,272.0737930,93
DJ.A1FIN,60,20161205,050000,272.0685299,272.0895825,272.0632667,272.0895825,125
DJ.A1FIN,60,20161205,060000,272.0843194,272.1106352,272.0843194,272.1053720,113
DJ.A1FIN,60,20161205,070000,272.1106352,272.1158983,272.0790562,272.0895825,132
DJ.A1FIN,60,20161205,080000,272.0843194,272.1158983,272.0737930,272.0790562,214
DJ.A1FIN,60,20161205,090000,272.0843194,272.1316878,272.0843194,272.1001088,195
DJ.A1FIN,60,20161205,100000,272.0948457,272.1264246,272.0737930,272.0895825,191
DJ.A1FIN,60,20161205,110000,272.0948457,272.1053720,272.0843194,272.0843194,178
DJ.A1FIN,60,20161205,120000,272.0790562,272.2001089,272.0790562,272.1264246,251
DJ.A1FIN,60,20161205,130000,272.1211615,272.1685299,272.0948457,272.1580036,320
DJ.A1FIN,60,20161205,140000,272.1527404,272.1895826,272.1106352,272.1632668,369
DJ.A1FIN,60,20161205,150000,272.1580036,275.1211627,272.1474773,275.0895837,486
DJ.A1FIN,60,20161205,160000,275.1474785,275.3474786,274.3685308,274.6158993,591
DJ.A1FIN,60,20161205,170000,274.6211625,275.1632680,274.5001098,274.7948468,564
DJ.A1FIN,60,20161205,180000,274.8474784,274.8843205,274.0737938,274.5527414,552
DJ.A1FIN,60,20161205,190000,274.5580046,274.8527415,274.5580046,274.7422152,506
DJ.A1FIN,60,20161205,200000,274.7316888,274.7580046,274.3316887,274.5211624,530
DJ.A1FIN,60,20161205,210000,274.5580046,275.0369521,274.5580046,275.0264258,495
DJ.A1FIN,60,20161205,220000,275.0474784,275.0632679,275.0316890,275.0580048,110
DJ.A1FIN,60,20161206,010000,275.0474784,275.0737942,275.0369521,275.0580048,317
DJ.A1FIN,60,20161206,020000,275.0527416,275.0685311,275.0474784,275.0580048,263
DJ.A1FIN,60,20161206,030000,275.0527416,275.0685311,275.0422153,275.0527416,250
DJ.A1FIN,60,20161206,040000,275.0474784,275.0632679,275.0316890,275.0422153,289
DJ.A1FIN,60,20161206,050000,275.0474784,275.0474784,275.0264258,275.0316890,205
DJ.A1FIN,60,20161206,060000,275.0369521,275.0422153,275.0211626,275.0369521,209
DJ.A1FIN,60,20161206,070000,275.0316890,275.0474784,275.0211626,275.0369521,277
DJ.A1FIN,60,20161206,080000,275.0316890,275.1001100,275.0264258,275.0843206,351
DJ.A1FIN,60,20161206,090000,275.0790574,275.1001100,275.0527416,275.0580048,316
DJ.A1FIN,60,20161206,100000,275.0632679,275.1001100,275.0527416,275.0948469,310
DJ.A1FIN,60,20161206,110000,275.0895837,275.0948469,275.0632679,275.0632679,278
DJ.A1FIN,60,20161206,120000,275.0685311,275.0737942,274.9895837,275.0422153,362
DJ.A1FIN,60,20161206,130000,275.0369521,275.0685311,274.9369521,275.0580048,382
DJ.A1FIN,60,20161206,140000,275.0685311,275.0737942,274.9632679,274.9790574,384
DJ.A1FIN,60,20161206,150000,274.9843205,276.2790579,274.9053731,274.9264258,511
DJ.A1FIN,60,20161206,160000,274.8843205,275.9527420,274.8843205,275.7053734,596
DJ.A1FIN,60,20161206,170000,275.6790576,276.2422158,275.5316892,276.1895842,552
DJ.A1FIN,60,20161206,180000,276.1948473,276.7001107,276.1632684,276.6264264,529
DJ.A1FIN,60,20161206,190000,276.6159001,276.7316896,276.3685316,276.5948475,505
DJ.A1FIN,60,20161206,200000,276.6001106,277.0737950,276.5843212,277.0316898,505
DJ.A1FIN,60,20161206,210000,277.0211634,277.3264267,276.9053739,277.2369530,497
DJ.A1FIN,60,20161206,220000,277.2737951,277.2843214,277.2527425,277.2685320,110
DJ.A1FIN,60,20161207,010000,277.2685320,277.2843214,277.2474793,277.2580056,235
DJ.A1FIN,60,20161207,020000,277.2632688,277.2685320,277.2422162,277.2474793,276
DJ.A1FIN,60,20161207,030000,277.2422162,277.2580056,277.2369530,277.2422162,197
DJ.A1FIN,60,20161207,040000,277.2369530,277.2527425,277.2369530,277.2474793,153
DJ.A1FIN,60,20161207,050000,277.2527425,277.2580056,277.2369530,277.2527425,156
DJ.A1FIN,60,20161207,060000,277.2474793,277.2632688,277.2316898,277.2580056,194
DJ.A1FIN,60,20161207,070000,277.2527425,277.2632688,277.2369530,277.2474793,293
DJ.A1FIN,60,20161207,080000,277.2422162,277.2685320,277.2369530,277.2527425,298
DJ.A1FIN,60,20161207,090000,277.2474793,277.2737951,277.2369530,277.2632688,302
DJ.A1FIN,60,20161207,100000,277.2685320,277.3053741,277.2527425,277.2948478,270
DJ.A1FIN,60,20161207,110000,277.2895846,277.3053741,277.2632688,277.2685320,296
DJ.A1FIN,60,20161207,120000,277.2632688,277.3422162,277.2580056,277.3106372,314
DJ.A1FIN,60,20161207,130000,277.3053741,277.4264268,277.3001109,277.3895846,361
DJ.A1FIN,60,20161207,140000,277.3843215,277.4053741,277.3053741,277.3422162,388
DJ.A1FIN,60,20161207,150000,277.3580057,278.2211639,277.3001109,278.0474796,508
DJ.A1FIN,60,20161207,160000,278.0527428,278.8948484,278.0527428,278.8001115,599
DJ.A1FIN,60,20161207,170000,278.8159010,278.8895852,278.3948482,278.8527431,551
DJ.A1FIN,60,20161207,180000,278.8685326,279.4001118,278.7053746,279.3948486,528
DJ.A1FIN,60,20161207,190000,279.4106381,280.4474806,279.3527433,280.4474806,584
DJ.A1FIN,60,20161207,200000,280.4632701,281.0053756,280.3053753,280.9316913,552
DJ.A1FIN,60,20161207,210000,280.9264282,281.8001127,280.6580070,281.5895863,560
DJ.A1FIN,60,20161207,220000,281.5948495,281.7369548,281.5895863,281.7106390,159
DJ.A1FIN,60,20161208,010000,281.7211653,281.7527443,281.7159022,281.7316916,236
DJ.A1FIN,60,20161208,020000,281.7264285,281.7474811,281.7053758,281.7369548,237
DJ.A1FIN,60,20161208,030000,281.7422180,281.7632706,281.7264285,281.7527443,193
DJ.A1FIN,60,20161208,040000,281.7580074,281.7632706,281.7422180,281.7527443,221
DJ.A1FIN,60,20161208,050000,281.7474811,281.7580074,281.7369548,281.7422180,200
